Player,Year,Player Year,Games,Total plays,On-ball PRF/g,On-ball PRF baseline,On-ball Plays/g,On-ball rORTG,On-ball PC/g,Off-ball: Partner PRF/g,Off-ball: Partner PRF/g baseline,Off-ball: Partner Plays/g,Off-ball: Partner rORTG,Off-ball: Partner PC/g,Off-ball: Space PRF/g,Off-ball: Space PRF/g baseline,Off-ball: Space Plays/g,Off-ball: Space rORTG,Off-ball: Space PC/g,Off-ball: Crash PRF/g,Off-ball: Crash PRF/g baseline,Off-ball: Crash Plays/g,Off-ball: Crash rORTG,Off-ball: Crash PC/g,Transition PRF/g,Transition PRF/g baseline,Transition Plays/g,Transition rORTG,Transition PC/g,Total PRF/g,Total PRF/g baseline,Total Plays/g,Total rORTG,Total PC/g
CJ McCollum,2015-16,CJ McCollum 2015-16,80,2588,19.7,19.0,20.8,3.3,0.69,1.7,1.6,1.7,7.9,0.14,5.1,4.6,4.8,10.5,0.50,0.9,0.8,0.7,10.2,0.07,4.7,4.0,4.4,16.5,0.72,32.1,30.0,32.4,6.6,2.13
CJ McCollum,2016-17,CJ McCollum 2016-17,80,2478,18.1,17.7,18.7,2.1,0.39,2.4,1.9,2.0,24.6,0.49,6.2,5.1,5.2,20.8,1.08,1.1,0.9,0.8,19.7,0.15,4.9,4.0,4.3,19.3,0.83,32.5,29.6,31.0,9.5,2.94
CJ McCollum,2017-18,CJ McCollum 2017-18,81,2483,17.9,18.0,19.0,-0.7,-0.14,1.5,1.6,1.7,-10.7,-0.18,6.3,5.3,5.3,18.4,0.98,0.9,0.8,0.7,12.5,0.09,3.8,3.7,3.9,1.2,0.05,30.3,29.5,30.7,2.6,0.79
CJ McCollum,2018-19,CJ McCollum 2018-19,70,1995,15.5,15.1,15.7,2.6,0.41,2.5,2.2,2.3,11.2,0.26,5.5,5.0,5.0,10.5,0.53,1.5,1.4,1.2,6.9,0.09,4.6,4.1,4.2,14.0,0.59,29.7,27.8,28.5,6.6,1.88
CJ McCollum,2019-20,CJ McCollum 2019-20,70,2299,20.7,20.4,21.1,1.6,0.35,1.4,1.2,1.3,12.7,0.16,5.6,4.9,4.9,14.4,0.71,0.8,0.9,0.8,-15.9,-0.13,5.2,4.6,4.7,14.4,0.68,33.8,32.0,32.8,5.4,1.76
CJ McCollum,2020-21,CJ McCollum 2020-21,47,1548,21.7,20.2,20.6,6.9,1.42,2.3,2.1,2.1,9.4,0.20,5.6,4.6,4.5,21.8,0.98,1.1,1.0,0.8,4.5,0.04,5.6,4.9,4.9,15.4,0.76,36.2,32.8,32.9,10.3,3.40
CJ McCollum,2021-22,CJ McCollum 2021-22,62,2164,21.1,21.3,21.9,-1.1,-0.24,1.9,1.9,2.0,-1.8,-0.04,6.0,5.0,5.0,20.8,1.04,0.8,0.7,0.6,10.6,0.07,6.1,5.2,5.4,16.0,0.86,35.9,34.2,34.9,4.9,1.70
CJ McCollum,2022-23,CJ McCollum 2022-23,75,2653,21.1,21.3,21.3,-1.0,-0.22,2.3,2.1,2.1,7.0,0.15,5.8,5.4,5.3,7.4,0.39,0.6,0.5,0.5,19.4,0.09,6.5,6.2,6.2,6.2,0.38,36.4,35.6,35.4,2.2,0.79
CJ McCollum,2023-24,CJ McCollum 2023-24,51,1401,15.2,14.8,14.8,2.2,0.32,1.5,1.3,1.3,14.4,0.19,6.7,5.9,5.6,14.9,0.84,0.4,0.5,0.4,-8.4,-0.03,6.0,5.3,5.3,13.2,0.70,29.8,27.8,27.5,7.3,2.01
CJ Miles,2005-06,CJ Miles 2005-06,20,107,1.3,1.7,1.9,-22.9,-0.44,0.1,0.0,0.1,108.0,0.05,1.5,2.0,2.2,-23.6,-0.51,0.6,0.6,0.6,-6.1,-0.04,0.9,0.6,0.7,48.1,0.31,4.4,5.0,5.4,-11.4,-0.61
CJ Miles,2006-07,CJ Miles 2006-07,32,193,1.7,2.3,2.5,-23.9,-0.61,0.1,0.1,0.1,9.3,0.01,1.3,1.9,2.0,-27.9,-0.56,0.3,0.5,0.4,-36.4,-0.16,1.0,0.9,0.9,12.7,0.12,4.5,5.7,6.0,-19.8,-1.19
CJ Miles,2007-08,CJ Miles 2007-08,55,355,2.4,2.1,2.3,11.0,0.26,0.1,0.1,0.1,20.3,0.03,2.3,2.2,2.3,6.2,0.14,1.0,0.7,0.6,43.5,0.27,1.2,1.0,1.1,18.6,0.21,7.1,6.2,6.5,13.9,0.90
CJ Miles,2008-09,CJ Miles 2008-09,71,865,4.2,4.3,4.7,-0.9,-0.04,0.3,0.2,0.2,54.7,0.12,4.4,4.4,4.5,0.6,0.03,1.2,1.1,1.0,14.5,0.14,2.1,1.6,1.7,30.6,0.54,12.3,11.5,12.2,6.4,0.78
CJ Miles,2009-10,CJ Miles 2009-10,63,896,4.7,5.1,5.6,-6.4,-0.36,0.4,0.3,0.3,23.0,0.08,4.8,5.0,5.2,-2.8,-0.15,1.3,1.2,1.1,10.5,0.11,2.5,1.8,2.0,31.5,0.64,13.8,13.4,14.2,2.2,0.32
CJ Miles,2010-11,CJ Miles 2010-11,78,1395,7.1,7.1,7.9,-0.1,-0.01,0.4,0.4,0.5,-10.1,-0.05,5.4,5.9,6.2,-7.5,-0.46,1.0,1.0,0.9,0.4,0.00,3.1,2.2,2.4,39.0,0.95,17.1,16.7,17.9,2.4,0.43
CJ Miles,2011-12,CJ Miles 2011-12,56,710,4.2,4.4,5.0,-3.8,-0.19,0.3,0.4,0.4,-17.0,-0.07,3.1,3.3,3.6,-5.5,-0.20,0.9,0.9,0.9,-4.4,-0.04,3.1,2.4,2.8,24.8,0.69,11.6,11.5,12.7,1.5,0.19
CJ Miles,2012-13,CJ Miles 2012-13,66,883,3.6,4.1,4.6,-10.2,-0.47,1.9,1.6,1.7,20.1,0.35,4.9,4.3,4.5,12.6,0.57,0.6,0.5,0.5,15.4,0.07,2.3,1.8,2.0,23.5,0.48,13.3,12.3,13.4,7.5,1.01
CJ Miles,2013-14,CJ Miles 2013-14,50,626,3.5,3.6,4.0,-3.5,-0.14,0.9,0.6,0.7,39.0,0.26,5.0,4.9,5.2,1.7,0.09,0.5,0.4,0.4,14.5,0.06,2.9,2.1,2.3,35.7,0.82,12.7,11.6,12.5,8.7,1.09
CJ Miles,2014-15,CJ Miles 2014-15,70,1160,4.3,4.6,5.1,-6.6,-0.34,1.0,1.0,1.1,-6.3,-0.07,7.3,6.8,7.2,6.2,0.45,0.7,0.6,0.5,22.6,0.12,2.8,2.3,2.5,23.2,0.58,16.1,15.3,16.6,4.5,0.74
CJ Miles,2015-16,CJ Miles 2015-16,64,903,2.9,3.2,3.5,-7.9,-0.28,1.4,1.4,1.5,0.2,0.00,5.9,5.3,5.5,10.9,0.60,0.4,0.4,0.4,-16.3,-0.07,3.7,2.9,3.2,25.8,0.82,14.3,13.2,14.1,7.7,1.08
CJ Miles,2016-17,CJ Miles 2016-17,76,828,2.0,2.1,2.2,-6.6,-0.15,0.9,0.9,0.9,-1.9,-0.02,6.4,5.3,5.5,18.5,1.01,0.7,0.4,0.4,65.7,0.26,2.3,1.8,1.9,27.1,0.51,12.2,10.6,10.9,14.9,1.62
CJ Miles,2017-18,CJ Miles 2017-18,70,791,2.3,2.2,2.3,6.3,0.15,0.8,0.8,0.8,2.1,0.02,6.9,6.0,6.0,14.2,0.85,0.3,0.2,0.2,33.7,0.06,1.7,1.9,2.0,-10.7,-0.21,12.0,11.1,11.3,7.6,0.86
CJ Miles,2018-19,CJ Miles 2018-19,53,439,1.6,2.0,2.1,-18.9,-0.39,0.8,0.7,0.7,8.3,0.06,3.3,3.4,3.5,-2.8,-0.10,0.2,0.3,0.3,-19.1,-0.05,2.0,1.7,1.8,17.7,0.31,8.0,8.1,8.3,-2.0,-0.16
CJ Miles,2019-20,CJ Miles 2019-20,10,99,3.1,2.9,3.0,7.5,0.22,0.3,0.8,0.8,-59.0,-0.47,3.0,3.0,3.0,0.5,0.01,0.4,0.5,0.5,-29.4,-0.15,2.5,2.5,2.6,-0.4,-0.01,9.3,9.7,9.9,-3.9,-0.39
CJ Wilcox,2014-15,CJ Wilcox 2014-15,17,68,1.6,1.9,2.1,-11.3,-0.23,0.4,0.2,0.2,60.0,0.14,1.3,1.2,1.3,6.0,0.08,0.0,0.0,0.0,,0.00,0.4,0.4,0.4,-4.1,-0.02,3.6,3.6,4.0,-0.8,-0.03
CJ Wilcox,2015-16,CJ Wilcox 2015-16,19,97,1.5,1.8,1.9,-14.0,-0.27,0.5,0.6,0.7,-14.5,-0.10,2.0,1.7,1.8,15.4,0.28,0.1,0.1,0.1,79.0,0.04,0.8,0.6,0.6,33.5,0.21,4.9,4.8,5.1,3.1,0.16
CJ Wilcox,2016-17,CJ Wilcox 2016-17,18,71,2.1,2.2,2.3,-3.4,-0.08,0.0,0.2,0.2,-94.3,-0.16,0.4,0.8,0.8,-48.3,-0.38,0.0,0.0,0.0,,0.00,0.6,0.6,0.7,-2.8,-0.02,3.1,3.8,3.9,-16.0,-0.63
Cleanthony Early,2014-15,Cleanthony Early 2014-15,36,370,3.6,4.4,4.9,-15.4,-0.76,0.6,0.5,0.6,14.3,0.08,1.9,2.6,2.7,-26.4,-0.70,1.1,1.0,0.9,12.5,0.11,1.3,1.1,1.3,10.1,0.13,8.4,9.6,10.3,-11.1,-1.14
Cleanthony Early,2015-16,Cleanthony Early 2015-16,13,68,1.0,1.5,1.7,-35.3,-0.60,0.0,0.2,0.2,-91.3,-0.21,1.0,1.6,1.6,-35.1,-0.57,0.3,0.3,0.3,-6.5,-0.02,1.4,1.3,1.4,8.5,0.12,3.6,4.9,5.2,-24.4,-1.28
Cliff Alexander,2015-16,Cliff Alexander 2015-16,7,10,0.3,0.3,0.3,9.0,0.03,0.0,0.4,0.4,-102.0,-0.44,0.0,0.1,0.1,-97.0,-0.14,0.9,0.6,0.6,43.5,0.25,0.0,0.0,0.0,,0.00,1.1,1.4,1.4,-21.1,-0.30
Clifford Robinson,2005-06,Clifford Robinson 2005-06,80,760,2.9,3.1,3.5,-7.8,-0.27,0.9,0.9,0.9,0.6,0.01,3.0,3.3,3.5,-10.4,-0.36,0.9,0.9,0.8,7.1,0.05,1.0,0.9,1.0,14.9,0.14,8.6,9.1,9.5,-4.5,-0.43
Clifford Robinson,2006-07,Clifford Robinson 2006-07,50,369,2.9,3.0,3.3,-4.9,-0.16,0.3,0.8,0.7,-56.8,-0.42,2.7,2.4,2.5,9.3,0.23,0.3,0.5,0.4,-35.7,-0.16,0.2,0.3,0.4,-29.6,-0.11,6.4,7.0,7.4,-8.3,-0.61
Clint Capela,2014-15,Clint Capela 2014-15,11,50,0.6,1.0,1.1,-38.7,-0.42,1.7,1.5,1.5,14.0,0.22,0.0,0.0,0.0,,0.00,1.2,1.6,1.5,-30.4,-0.44,0.0,0.4,0.5,-89.8,-0.41,3.5,4.5,4.5,-23.2,-1.06
Clint Capela,2015-16,Clint Capela 2015-16,77,656,2.1,2.3,2.5,-7.9,-0.19,1.6,1.3,1.3,20.3,0.26,0.1,0.1,0.1,-17.2,-0.01,3.9,4.0,3.7,-0.3,-0.01,1.1,1.0,1.0,9.8,0.10,8.7,8.5,8.5,1.7,0.15
Clint Capela,2016-17,Clint Capela 2016-17,65,913,3.8,4.1,4.4,-7.9,-0.34,3.6,3.2,3.1,12.5,0.39,0.1,0.1,0.1,-32.5,-0.03,6.4,5.6,4.9,15.9,0.77,1.9,1.6,1.7,18.5,0.31,15.7,14.6,14.0,7.8,1.09
Clint Capela,2017-18,Clint Capela 2017-18,74,1064,3.3,3.8,3.9,-11.5,-0.45,5.2,4.1,3.9,27.0,1.04,0.1,0.1,0.1,9.9,0.01,5.9,5.6,4.9,6.1,0.30,2.1,1.5,1.6,36.9,0.59,16.7,15.2,14.4,10.4,1.49
Clint Capela,2018-19,Clint Capela 2018-19,67,1214,4.7,5.0,5.2,-4.9,-0.25,4.4,4.1,3.7,8.3,0.30,0.1,0.1,0.1,18.6,0.01,8.1,7.6,6.6,9.0,0.59,3.6,2.5,2.6,40.8,1.07,20.9,19.2,18.1,9.5,1.73
Clint Capela,2019-20,Clint Capela 2019-20,39,633,4.1,4.7,4.8,-11.1,-0.53,2.4,2.4,2.1,0.1,0.00,0.1,0.1,0.1,-34.3,-0.03,8.1,8.2,6.9,-1.6,-0.11,3.0,2.2,2.3,33.8,0.77,17.6,17.5,16.2,0.6,0.10
Clint Capela,2020-21,Clint Capela 2020-21,63,1000,3.4,4.0,4.0,-15.3,-0.62,4.0,3.8,3.4,6.9,0.23,0.2,0.2,0.2,-32.2,-0.07,7.8,7.7,6.9,2.6,0.18,2.0,1.3,1.4,46.9,0.64,17.4,17.0,15.9,2.3,0.36
Clint Capela,2021-22,Clint Capela 2021-22,74,960,3.8,3.8,3.9,0.0,0.00,3.5,2.9,2.6,25.3,0.65,0.1,0.1,0.1,-1.7,0.00,5.6,5.9,5.2,-5.8,-0.30,1.6,1.2,1.2,32.8,0.40,14.6,13.8,13.0,5.7,0.74
Clint Capela,2022-23,Clint Capela 2022-23,65,792,2.8,3.2,3.2,-11.3,-0.36,4.0,3.3,2.8,24.9,0.70,0.0,0.1,0.1,-79.3,-0.05,5.9,5.6,4.9,6.4,0.32,1.7,1.2,1.2,44.9,0.53,14.4,13.3,12.2,9.3,1.13
Clint Capela,2023-24,Clint Capela 2023-24,60,815,4.0,4.2,4.2,-5.7,-0.24,2.4,2.3,2.0,4.9,0.10,0.1,0.2,0.2,-27.2,-0.04,6.8,6.9,6.1,-1.9,-0.12,1.2,1.1,1.1,13.9,0.15,14.5,14.7,13.6,-1.1,-0.15
Coby Karl,2007-08,Coby Karl 2007-08,16,51,0.9,1.1,1.2,-15.4,-0.18,0.1,0.2,0.2,-26.0,-0.05,0.8,0.8,0.9,-10.7,-0.09,0.1,0.2,0.1,-27.0,-0.03,0.9,0.7,0.8,16.5,0.13,2.8,3.0,3.2,-7.1,-0.23
Coby Karl,2009-10,Coby Karl 2009-10,4,80,11.6,12.8,14.0,-8.5,-1.19,0.0,0.2,0.3,-91.0,-0.23,2.5,3.1,3.3,-19.4,-0.63,0.5,1.2,1.0,-65.8,-0.66,2.5,1.4,1.5,75.3,1.13,17.1,18.7,20.0,-7.9,-1.58
Coby White,2019-20,Coby White 2019-20,65,1392,10.5,11.5,11.9,-8.1,-0.97,1.0,1.0,1.1,-1.6,-0.02,4.1,4.1,4.1,-0.8,-0.03,0.2,0.3,0.2,-4.7,-0.01,4.5,4.0,4.1,12.1,0.50,20.3,20.9,21.4,-2.5,-0.53
Coby White,2020-21,Coby White 2020-21,69,1947,16.8,17.5,17.8,-3.9,-0.69,0.6,0.9,0.9,-26.1,-0.23,5.8,5.6,5.4,4.9,0.26,0.3,0.3,0.2,-13.6,-0.03,4.2,3.9,3.9,9.3,0.37,27.8,28.1,28.2,-1.1,-0.32
Coby White,2021-22,Coby White 2021-22,62,1151,9.0,8.9,9.2,0.2,0.02,0.4,0.4,0.4,-5.3,-0.02,6.5,5.7,5.6,13.3,0.75,0.2,0.2,0.2,-15.5,-0.03,3.6,3.0,3.1,17.7,0.55,19.6,18.3,18.6,6.8,1.27
Coby White,2022-23,Coby White 2022-23,74,1164,7.5,7.4,7.4,2.0,0.14,0.2,0.4,0.4,-50.0,-0.18,4.9,4.3,4.1,14.0,0.58,0.1,0.1,0.1,-43.5,-0.04,4.4,3.8,3.8,15.5,0.59,17.0,15.9,15.7,7.0,1.10
Coby White,2023-24,Coby White 2023-24,66,2119,18.1,19.0,18.9,-4.5,-0.85,0.3,0.6,0.5,-41.1,-0.22,7.6,7.1,6.8,7.8,0.53,0.2,0.2,0.2,6.5,0.01,6.9,5.7,5.7,22.1,1.25,33.2,32.5,32.1,2.2,0.72
Cody Martin,2019-20,Cody Martin 2019-20,48,524,5.4,5.5,5.7,-1.3,-0.08,0.3,0.5,0.5,-38.4,-0.18,1.2,2.0,2.0,-41.1,-0.80,0.9,0.8,0.7,12.8,0.09,2.6,2.1,2.1,26.0,0.55,10.3,10.8,10.9,-3.9,-0.43
Cody Martin,2020-21,Cody Martin 2020-21,52,459,4.3,4.6,4.7,-5.9,-0.28,0.3,0.2,0.2,63.1,0.12,1.1,1.7,1.6,-36.4,-0.60,0.7,0.7,0.6,6.8,0.04,1.9,1.7,1.7,15.0,0.26,8.4,8.9,8.8,-5.2,-0.46
Cody Martin,2021-22,Cody Martin 2021-22,71,961,6.4,6.1,6.3,4.9,0.31,0.4,0.6,0.6,-40.4,-0.23,2.8,2.5,2.5,11.6,0.29,1.1,1.1,1.0,-0.6,-0.01,3.9,3.1,3.2,22.9,0.74,14.6,13.5,13.5,8.1,1.10
Cody Martin,2022-23,Cody Martin 2022-23,7,67,2.5,4.0,4.0,-37.7,-1.51,0.0,0.1,0.1,-100.0,-0.14,3.1,2.2,2.1,42.5,0.91,0.6,0.5,0.4,12.7,0.05,3.1,2.9,2.9,10.2,0.29,9.3,9.7,9.6,-4.1,-0.39
Cody Martin,2023-24,Cody Martin 2023-24,28,545,11.1,12.2,12.1,-8.7,-1.05,0.5,0.6,0.5,-13.3,-0.07,2.3,3.3,3.2,-32.8,-1.04,0.6,0.5,0.4,12.9,0.06,3.5,3.2,3.2,10.0,0.32,18.0,19.8,19.5,-9.2,-1.79
Cody Zeller,2013-14,Cody Zeller 2013-14,82,823,3.6,4.0,4.4,-9.6,-0.42,1.5,1.8,1.8,-14.8,-0.26,1.2,1.6,1.6,-24.9,-0.41,1.7,1.6,1.6,7.1,0.11,0.9,0.6,0.6,50.7,0.32,8.9,9.5,10.0,-6.6,-0.67
Cody Zeller,2014-15,Cody Zeller 2014-15,62,761,4.5,4.6,5.1,-1.2,-0.06,2.5,2.4,2.5,4.5,0.11,1.4,1.9,2.0,-27.7,-0.56,2.6,2.2,2.1,17.2,0.36,0.7,0.6,0.6,20.4,0.13,11.7,11.7,12.3,-0.2,-0.02
Cody Zeller,2015-16,Cody Zeller 2015-16,73,810,3.2,3.5,3.8,-6.7,-0.25,3.0,2.5,2.4,20.8,0.51,0.8,1.2,1.3,-31.7,-0.41,3.1,2.8,2.5,13.2,0.33,1.4,1.0,1.1,36.0,0.39,11.5,11.0,11.1,5.1,0.57
Cody Zeller,2016-17,Cody Zeller 2016-17,62,860,5.1,5.3,5.6,-2.9,-0.16,3.4,3.3,3.2,3.5,0.11,0.8,1.1,1.2,-29.5,-0.34,3.8,3.3,2.8,17.4,0.49,1.6,1.1,1.1,45.0,0.52,14.7,14.0,13.9,4.4,0.62
Cody Zeller,2017-18,Cody Zeller 2017-18,33,312,3.3,3.6,3.8,-7.4,-0.28,1.5,1.8,1.7,-14.6,-0.24,1.3,1.2,1.2,7.2,0.08,2.7,2.5,2.2,6.3,0.14,0.9,0.5,0.6,57.6,0.33,9.7,9.6,9.5,0.4,0.04
Cody Zeller,2018-19,Cody Zeller 2018-19,49,747,7.0,6.9,7.2,0.7,0.05,2.4,2.7,2.4,-9.5,-0.23,0.8,0.9,0.9,-17.4,-0.16,4.1,3.9,3.4,6.2,0.21,1.7,1.3,1.4,30.7,0.42,16.0,15.7,15.2,1.9,0.29
Cody Zeller,2019-20,Cody Zeller 2019-20,58,860,5.2,5.4,5.6,-4.7,-0.26,2.8,3.0,2.7,-7.4,-0.20,1.6,1.7,1.7,-7.2,-0.12,4.2,4.0,3.6,5.2,0.19,1.6,1.2,1.3,23.5,0.30,15.3,15.4,14.8,-0.6,-0.09
Cody Zeller,2020-21,Cody Zeller 2020-21,48,658,5.6,5.7,5.8,-2.5,-0.15,2.4,2.1,1.8,17.2,0.32,1.2,1.4,1.3,-13.0,-0.17,3.6,3.7,3.2,-0.7,-0.02,1.7,1.5,1.5,13.7,0.21,14.5,14.3,13.7,1.3,0.18
Cody Zeller,2021-22,Cody Zeller 2021-22,27,195,3.2,3.2,3.3,-0.7,-0.02,1.5,1.4,1.3,7.8,0.10,0.3,0.5,0.4,-43.3,-0.19,2.0,2.0,1.8,1.6,0.03,0.6,0.4,0.4,48.3,0.20,7.6,7.5,7.2,1.5,0.11
Cody Zeller,2022-23,Cody Zeller 2022-23,15,118,2.6,3.2,3.2,-17.9,-0.57,1.7,1.7,1.5,2.6,0.04,0.3,0.5,0.5,-46.4,-0.22,2.9,2.5,2.1,21.1,0.44,1.0,0.7,0.7,50.2,0.33,8.6,8.5,7.9,0.2,0.02
Cody Zeller,2023-24,Cody Zeller 2023-24,37,186,3.0,3.1,3.1,-1.7,-0.05,0.5,0.7,0.6,-35.7,-0.22,0.1,0.2,0.2,-67.5,-0.15,0.9,1.0,0.9,-17.4,-0.16,0.2,0.2,0.2,14.1,0.03,4.7,5.2,5.0,-11.1,-0.56
Colby Jones,2023-24,Colby Jones 2023-24,20,79,1.9,1.8,1.8,9.4,0.16,0.3,0.3,0.3,17.2,0.04,0.6,1.2,1.2,-57.0,-0.66,0.2,0.3,0.3,-38.7,-0.12,0.5,0.5,0.5,-0.1,0.00,3.5,4.0,4.0,-14.3,-0.57
Cole Aldrich,2010-11,Cole Aldrich 2010-11,17,37,0.8,1.1,1.2,-23.5,-0.28,0.1,0.2,0.2,-64.3,-0.11,0.0,0.2,0.2,-98.7,-0.17,0.8,0.7,0.6,9.5,0.06,0.0,0.0,0.0,,0.00,1.6,2.1,2.2,-23.1,-0.50
Cole Aldrich,2011-12,Cole Aldrich 2011-12,22,68,1.1,1.2,1.4,-6.7,-0.09,0.5,0.4,0.4,35.7,0.15,0.0,0.0,0.0,,0.00,0.7,0.9,0.8,-15.8,-0.13,0.6,0.4,0.5,39.8,0.20,3.0,2.9,3.1,4.0,0.12
Cole Aldrich,2012-13,Cole Aldrich 2012-13,42,142,0.9,1.2,1.4,-24.2,-0.33,0.6,0.5,0.5,19.1,0.10,0.0,0.1,0.1,-56.2,-0.07,1.3,1.2,1.1,9.1,0.10,0.2,0.2,0.3,-7.4,-0.02,3.0,3.2,3.4,-6.3,-0.21
Cole Aldrich,2013-14,Cole Aldrich 2013-14,35,128,1.7,1.6,1.7,8.6,0.15,0.7,0.9,0.9,-13.5,-0.12,0.0,0.0,0.0,-98.0,-0.03,1.2,1.0,0.9,26.1,0.25,0.1,0.1,0.1,-40.5,-0.05,3.7,3.5,3.7,5.6,0.20
Cole Aldrich,2014-15,Cole Aldrich 2014-15,60,581,4.8,5.4,6.1,-10.0,-0.60,1.2,1.1,1.2,2.2,0.03,0.2,0.1,0.1,34.1,0.04,2.5,2.3,2.2,8.2,0.18,0.2,0.2,0.2,10.1,0.02,8.8,9.2,9.7,-3.5,-0.34
Cole Aldrich,2015-16,Cole Aldrich 2015-16,59,455,2.7,2.9,3.2,-5.6,-0.18,2.8,2.4,2.3,16.2,0.38,0.0,0.0,0.0,103.0,0.02,2.1,2.1,1.9,4.0,0.08,0.4,0.3,0.3,19.1,0.06,8.0,7.6,7.7,4.6,0.36
Cole Aldrich,2016-17,Cole Aldrich 2016-17,61,179,1.2,1.3,1.4,-6.5,-0.09,0.4,0.5,0.4,-15.1,-0.07,0.0,0.0,0.0,100.0,0.02,1.1,1.2,1.0,-7.8,-0.08,0.1,0.1,0.1,-8.7,-0.01,2.8,3.0,2.9,-7.7,-0.23
Cole Aldrich,2017-18,Cole Aldrich 2017-18,16,28,0.8,0.8,0.8,0.1,0.00,0.4,0.5,0.4,-22.1,-0.10,0.0,0.0,0.0,,0.00,0.1,0.4,0.4,-82.8,-0.31,0.0,0.1,0.1,-95.0,-0.12,1.3,1.8,1.8,-30.0,-0.53
Cole Anthony,2020-21,Cole Anthony 2020-21,47,1241,17.9,19.3,19.6,-7.2,-1.42,0.6,0.5,0.6,13.1,0.07,1.9,2.4,2.3,-19.8,-0.46,0.5,0.5,0.5,0.3,0.00,3.2,3.4,3.4,-6.5,-0.22,24.1,26.1,26.4,-7.7,-2.02
Cole Anthony,2021-22,Cole Anthony 2021-22,65,2109,19.1,20.4,21.0,-6.4,-1.33,1.3,1.2,1.2,9.4,0.12,3.0,3.1,3.0,-3.3,-0.10,0.6,0.6,0.5,-3.1,-0.02,7.2,6.5,6.7,11.1,0.74,31.2,31.8,32.4,-1.8,-0.59
Cole Anthony,2022-23,Cole Anthony 2022-23,60,1343,14.2,13.9,14.0,2.2,0.30,0.9,0.9,0.9,-6.6,-0.06,2.6,2.6,2.6,-1.1,-0.03,0.8,0.7,0.6,22.1,0.13,4.9,4.3,4.4,13.2,0.57,23.4,22.5,22.4,4.1,0.92
Cole Anthony,2023-24,Cole Anthony 2023-24,68,1331,11.9,11.9,11.8,0.3,0.04,0.9,0.9,0.8,3.2,0.03,3.1,3.0,2.8,4.3,0.12,0.8,0.7,0.7,7.0,0.05,3.4,3.4,3.4,-1.0,-0.03,20.0,19.8,19.6,1.0,0.20
Cole Swider,2022-23,Cole Swider 2022-23,7,12,1.6,1.7,1.7,-4.8,-0.08,0.4,0.0,0.0,,0.43,0.9,0.0,0.0,,0.86,0.0,0.0,0.0,,0.00,0.0,0.0,0.0,,0.00,2.9,1.7,1.7,70.2,1.20
Cole Swider,2023-24,Cole Swider 2023-24,11,44,0.9,1.5,1.5,-41.3,-0.60,0.3,0.5,0.5,-40.2,-0.18,1.0,1.1,1.1,-12.3,-0.13,0.2,0.2,0.2,-30.5,-0.06,0.8,0.8,0.8,-0.1,0.00,3.1,4.1,4.0,-24.3,-0.97
Colin Castleton,2023-24,Colin Castleton 2023-24,7,10,1.3,1.1,1.1,16.3,0.19,0.6,0.0,0.0,,0.57,0.3,0.0,0.0,,0.29,0.9,0.0,0.0,,0.86,0.6,0.3,0.3,100.0,0.29,3.6,1.4,1.4,153.1,2.19
Collin Gillespie,2023-24,Collin Gillespie 2023-24,19,104,3.1,3.6,3.6,-15.0,-0.55,0.3,0.4,0.4,-16.4,-0.06,1.5,0.9,0.9,59.7,0.53,0.1,0.1,0.1,-30.5,-0.03,0.4,0.5,0.5,-11.2,-0.05,5.4,5.6,5.5,-2.9,-0.16
Collin Sexton,2018-19,Collin Sexton 2018-19,82,2140,15.3,16.7,17.4,-8.1,-1.41,0.9,0.9,1.0,-4.1,-0.04,3.1,2.9,2.9,8.4,0.24,1.0,1.0,0.9,-0.4,0.00,4.3,3.8,4.0,10.9,0.43,24.6,25.4,26.1,-3.0,-0.78
Collin Sexton,2019-20,Collin Sexton 2019-20,65,1844,16.2,16.6,17.2,-2.0,-0.34,1.2,1.4,1.5,-14.6,-0.21,3.9,3.5,3.5,10.9,0.38,1.9,1.8,1.5,8.2,0.12,5.4,4.6,4.8,16.7,0.80,28.6,27.8,28.4,2.6,0.74
Collin Sexton,2020-21,Collin Sexton 2020-21,60,2102,20.7,21.9,22.3,-5.6,-1.25,1.1,1.3,1.3,-13.1,-0.17,5.2,4.5,4.4,16.3,0.72,2.2,2.1,1.8,5.8,0.10,6.4,5.3,5.3,20.6,1.10,35.5,35.0,35.0,1.4,0.49
Collin Sexton,2021-22,Collin Sexton 2021-22,12,263,8.6,10.9,11.2,-20.6,-2.30,0.9,1.1,1.2,-19.8,-0.23,3.2,3.9,3.8,-18.2,-0.70,2.0,2.0,1.8,2.2,0.04,4.9,3.9,4.0,25.7,1.03,19.6,21.7,21.9,-9.9,-2.17
Collin Sexton,2022-23,Collin Sexton 2022-23,48,982,12.3,11.7,11.7,5.0,0.59,1.1,0.8,0.8,30.2,0.25,2.9,3.0,2.9,-0.9,-0.02,1.1,1.2,1.0,-5.5,-0.05,4.9,4.1,4.1,20.5,0.84,22.3,20.7,20.5,7.8,1.60
Collin Sexton,2023-24,Collin Sexton 2023-24,69,1932,16.6,15.9,15.9,4.2,0.66,1.2,1.1,1.1,4.2,0.05,4.4,3.8,3.7,15.7,0.58,1.4,1.3,1.0,11.9,0.12,7.5,6.3,6.3,19.5,1.22,31.0,28.4,28.0,9.4,2.63
