Player,Year,Player Year,Games,Total plays,On-ball PRF/g,On-ball PRF baseline,On-ball Plays/g,On-ball rORTG,On-ball PC/g,Off-ball: Partner PRF/g,Off-ball: Partner PRF/g baseline,Off-ball: Partner Plays/g,Off-ball: Partner rORTG,Off-ball: Partner PC/g,Off-ball: Space PRF/g,Off-ball: Space PRF/g baseline,Off-ball: Space Plays/g,Off-ball: Space rORTG,Off-ball: Space PC/g,Off-ball: Crash PRF/g,Off-ball: Crash PRF/g baseline,Off-ball: Crash Plays/g,Off-ball: Crash rORTG,Off-ball: Crash PC/g,Transition PRF/g,Transition PRF/g baseline,Transition Plays/g,Transition rORTG,Transition PC/g,Total PRF/g,Total PRF/g baseline,Total Plays/g,Total rORTG,Total PC/g
Ronnie Brewer,2012-13,Ronnie Brewer 2012-13,54,359,2.3,2.4,2.6,-3.1,-0.08,0.0,0.1,0.1,-46.5,-0.03,1.9,2.2,2.2,-15.1,-0.34,0.9,1.0,0.9,-17.1,-0.16,0.9,0.7,0.8,23.0,0.17,5.9,6.3,6.6,-6.6,-0.44
Ronnie Brewer,2013-14,Ronnie Brewer 2013-14,15,47,1.8,1.7,1.9,5.8,0.11,0.0,0.1,0.1,-90.0,-0.06,0.2,0.6,0.6,-64.6,-0.39,0.3,0.3,0.3,-20.8,-0.06,0.2,0.3,0.3,-30.4,-0.10,2.5,3.0,3.1,-15.8,-0.50
Ronnie Price,2005-06,Ronnie Price 2005-06,24,86,1.2,1.7,1.9,-27.4,-0.51,0.3,0.2,0.2,26.0,0.05,0.8,0.8,0.8,-0.5,0.00,0.2,0.1,0.1,30.3,0.04,0.9,0.5,0.6,66.8,0.39,3.3,3.3,3.6,-1.0,-0.04
Ronnie Price,2006-07,Ronnie Price 2006-07,52,321,3.0,3.0,3.3,0.5,0.02,0.1,0.1,0.1,9.3,0.01,1.2,1.3,1.3,-8.2,-0.11,0.2,0.2,0.2,-29.5,-0.06,1.3,1.2,1.3,6.4,0.08,5.7,5.7,6.2,-0.9,-0.06
Ronnie Price,2007-08,Ronnie Price 2007-08,57,384,3.5,3.5,3.8,1.8,0.07,0.0,0.1,0.1,-42.5,-0.03,1.6,1.5,1.6,6.2,0.10,0.2,0.2,0.1,73.1,0.09,1.3,1.1,1.2,16.2,0.19,6.7,6.3,6.7,6.2,0.42
Ronnie Price,2008-09,Ronnie Price 2008-09,47,485,5.5,5.9,6.5,-5.6,-0.36,0.1,0.1,0.1,48.0,0.05,1.4,1.4,1.5,-3.0,-0.04,0.2,0.2,0.1,-10.4,-0.02,1.9,1.9,2.1,-3.1,-0.07,9.1,9.5,10.3,-4.2,-0.44
Ronnie Price,2009-10,Ronnie Price 2009-10,60,588,4.9,5.1,5.6,-3.4,-0.19,0.1,0.1,0.1,-5.6,-0.01,1.2,1.4,1.5,-12.9,-0.19,0.7,0.5,0.4,41.0,0.18,2.2,2.0,2.2,10.2,0.22,9.1,9.1,9.8,0.1,0.01
Ronnie Price,2010-11,Ronnie Price 2010-11,57,422,3.3,3.7,4.1,-11.1,-0.46,0.1,0.1,0.1,-48.1,-0.06,1.3,1.4,1.4,-8.0,-0.11,0.2,0.4,0.3,-43.2,-0.14,1.4,1.3,1.4,5.7,0.08,6.2,6.9,7.4,-9.4,-0.69
Ronnie Price,2011-12,Ronnie Price 2011-12,37,340,5.1,5.2,5.9,-2.3,-0.14,0.1,0.1,0.1,12.6,0.02,0.8,1.0,1.0,-18.1,-0.19,0.3,0.3,0.3,-6.1,-0.02,1.8,1.5,1.8,14.1,0.25,8.1,8.1,9.2,-0.9,-0.08
Ronnie Price,2012-13,Ronnie Price 2012-13,40,357,5.0,5.8,6.5,-12.0,-0.78,0.3,0.2,0.2,44.1,0.10,0.9,1.0,1.0,-7.7,-0.08,0.2,0.2,0.2,-3.4,-0.01,1.1,0.9,1.0,18.3,0.18,7.5,8.1,8.9,-6.5,-0.58
Ronnie Price,2013-14,Ronnie Price 2013-14,32,278,5.2,5.7,6.3,-7.1,-0.44,0.0,0.1,0.1,-90.3,-0.08,0.6,0.8,0.8,-26.8,-0.23,0.1,0.1,0.1,-34.0,-0.03,1.4,1.3,1.4,7.4,0.10,7.2,7.9,8.7,-7.8,-0.68
Ronnie Price,2014-15,Ronnie Price 2014-15,43,712,9.4,10.2,11.3,-6.7,-0.76,0.4,0.4,0.5,4.3,0.02,1.8,1.9,2.0,-2.7,-0.05,0.1,0.2,0.2,-50.6,-0.09,2.8,2.4,2.6,15.4,0.41,14.6,15.0,16.6,-2.9,-0.49
Ronnie Price,2015-16,Ronnie Price 2015-16,60,773,6.2,6.9,7.6,-9.9,-0.75,0.4,0.4,0.5,0.6,0.00,2.2,2.1,2.2,3.0,0.06,0.1,0.1,0.1,4.3,0.01,2.9,2.3,2.6,22.8,0.59,11.8,11.9,12.9,-0.7,-0.09
Ronnie Price,2016-17,Ronnie Price 2016-17,11,70,3.7,3.8,4.0,-1.8,-0.07,0.0,0.1,0.1,-94.0,-0.09,0.6,1.2,1.2,-45.8,-0.54,0.0,0.0,0.0,,0.00,1.1,1.0,1.1,5.6,0.06,5.4,6.1,6.4,-10.0,-0.64
Ronny Turiaf,2005-06,Ronny Turiaf 2005-06,20,68,1.4,1.6,1.8,-10.9,-0.19,0.2,0.2,0.2,-27.5,-0.06,0.4,0.2,0.3,45.0,0.11,0.9,1.0,0.9,-14.8,-0.13,0.4,0.3,0.3,43.0,0.13,3.1,3.3,3.4,-4.0,-0.14
Ronny Turiaf,2006-07,Ronny Turiaf 2006-07,72,486,2.9,3.0,3.3,-2.0,-0.07,0.3,0.3,0.3,23.6,0.06,0.8,0.7,0.7,7.0,0.05,2.3,2.1,1.9,12.4,0.23,0.7,0.5,0.6,24.0,0.14,7.0,6.6,6.8,6.1,0.41
Ronny Turiaf,2007-08,Ronny Turiaf 2007-08,78,773,4.4,4.4,4.9,-1.2,-0.06,0.9,0.8,0.8,5.6,0.04,1.2,1.4,1.5,-19.8,-0.30,2.4,2.3,1.9,6.8,0.13,1.1,0.7,0.8,47.8,0.39,10.0,9.8,9.9,2.2,0.21
Ronny Turiaf,2008-09,Ronny Turiaf 2008-09,79,888,6.0,6.2,6.8,-2.6,-0.18,1.9,1.6,1.5,18.5,0.28,0.9,1.0,1.1,-16.6,-0.17,1.9,1.6,1.5,18.3,0.27,0.6,0.4,0.4,49.5,0.20,11.3,10.9,11.2,3.5,0.40
Ronny Turiaf,2009-10,Ronny Turiaf 2009-10,42,451,6.0,6.4,7.0,-5.1,-0.35,1.6,1.5,1.5,2.5,0.04,0.2,0.3,0.4,-30.7,-0.11,2.1,1.5,1.4,37.2,0.52,0.6,0.5,0.5,26.9,0.14,10.5,10.3,10.7,2.2,0.24
Ronny Turiaf,2010-11,Ronny Turiaf 2010-11,65,515,4.5,4.5,4.9,0.7,0.03,1.0,0.8,0.8,32.3,0.25,0.3,0.3,0.3,-13.8,-0.04,2.0,1.8,1.6,12.7,0.20,0.4,0.3,0.3,49.4,0.15,8.2,7.6,7.9,7.6,0.60
Ronny Turiaf,2011-12,Ronny Turiaf 2011-12,17,77,1.9,2.3,2.6,-14.3,-0.38,0.4,0.4,0.4,2.3,0.01,0.0,0.0,0.0,,0.00,1.9,1.6,1.5,16.9,0.25,0.0,0.0,0.0,,0.00,4.2,4.4,4.5,-2.7,-0.12
Ronny Turiaf,2012-13,Ronny Turiaf 2012-13,62,227,1.6,1.7,1.9,-6.7,-0.13,0.3,0.3,0.3,-4.6,-0.01,0.1,0.0,0.0,35.3,0.02,1.2,1.3,1.2,-8.8,-0.10,0.3,0.2,0.3,29.6,0.08,3.4,3.5,3.7,-4.1,-0.15
Ronny Turiaf,2013-14,Ronny Turiaf 2013-14,31,225,2.4,3.1,3.4,-18.3,-0.62,1.7,1.3,1.3,29.1,0.39,0.1,0.1,0.1,2.0,0.00,2.6,2.4,2.2,9.3,0.21,0.2,0.2,0.2,-4.7,-0.01,7.0,7.1,7.3,-0.5,-0.04
Roy Hibbert,2008-09,Roy Hibbert 2008-09,70,645,4.4,4.9,5.4,-10.6,-0.58,0.8,0.7,0.7,18.2,0.12,0.4,0.5,0.5,-16.6,-0.08,2.7,2.5,2.4,9.4,0.22,0.3,0.2,0.3,19.4,0.05,8.6,8.9,9.2,-2.9,-0.26
Roy Hibbert,2009-10,Roy Hibbert 2009-10,81,1384,11.1,10.9,12.0,1.2,0.15,1.1,1.0,0.9,12.5,0.12,0.7,1.0,1.0,-29.3,-0.29,3.2,2.9,2.7,11.8,0.32,0.6,0.5,0.5,23.0,0.12,16.6,16.2,17.1,2.5,0.42
Roy Hibbert,2010-11,Roy Hibbert 2010-11,81,1570,12.1,12.6,13.9,-3.6,-0.51,1.1,1.2,1.2,-13.2,-0.16,0.5,0.8,0.8,-31.1,-0.25,3.6,3.3,3.0,12.3,0.37,0.5,0.4,0.4,20.5,0.09,17.8,18.3,19.4,-2.3,-0.45
Roy Hibbert,2011-12,Roy Hibbert 2011-12,65,1142,11.2,10.7,12.3,4.1,0.50,1.2,1.2,1.2,1.1,0.01,0.3,0.4,0.4,-25.2,-0.11,4.1,3.5,3.5,17.7,0.62,0.1,0.1,0.1,41.1,0.04,17.0,15.9,17.6,6.1,1.07
Roy Hibbert,2012-13,Roy Hibbert 2012-13,79,1368,9.6,10.2,11.4,-5.1,-0.59,1.0,1.1,1.1,-2.5,-0.03,0.3,0.5,0.5,-32.8,-0.15,4.1,4.0,4.0,3.5,0.14,0.4,0.3,0.4,18.0,0.06,15.4,16.0,17.3,-3.2,-0.56
Roy Hibbert,2013-14,Roy Hibbert 2013-14,81,1241,8.1,8.5,9.4,-4.5,-0.43,1.2,1.4,1.4,-10.7,-0.15,0.8,1.0,1.1,-23.6,-0.26,3.4,3.4,3.2,-1.6,-0.05,0.3,0.3,0.3,13.6,0.04,13.7,14.6,15.3,-5.5,-0.84
Roy Hibbert,2014-15,Roy Hibbert 2014-15,76,1127,8.3,8.5,9.5,-2.7,-0.25,1.3,1.5,1.6,-14.5,-0.23,1.0,1.0,1.0,7.6,0.08,2.7,2.6,2.5,3.4,0.08,0.3,0.3,0.3,14.1,0.05,13.6,13.9,14.8,-1.9,-0.28
Roy Hibbert,2015-16,Roy Hibbert 2015-16,81,798,5.0,5.5,6.0,-7.9,-0.47,1.1,1.2,1.1,-7.4,-0.08,0.8,0.9,0.9,-10.7,-0.10,2.0,1.7,1.6,19.1,0.31,0.2,0.2,0.2,-2.6,-0.01,9.1,9.4,9.9,-3.5,-0.35
Roy Hibbert,2016-17,Roy Hibbert 2016-17,46,283,3.1,3.2,3.4,-2.5,-0.08,0.5,0.5,0.4,6.5,0.03,0.3,0.5,0.5,-44.0,-0.24,2.1,1.8,1.6,16.3,0.26,0.2,0.2,0.2,5.6,0.01,6.2,6.2,6.2,-0.3,-0.02
Royal Ivey,2005-06,Royal Ivey 2005-06,69,419,2.1,2.2,2.5,-5.3,-0.13,0.1,0.1,0.1,50.0,0.03,1.6,1.7,1.8,-7.0,-0.12,0.7,0.7,0.6,3.6,0.02,1.3,1.1,1.2,16.9,0.20,5.7,5.8,6.1,0.0,0.00
Royal Ivey,2006-07,Royal Ivey 2006-07,46,263,2.2,2.6,2.9,-13.6,-0.39,0.1,0.1,0.1,9.3,0.01,1.4,1.5,1.5,-4.8,-0.07,0.5,0.4,0.4,16.5,0.06,1.0,0.8,0.9,21.8,0.19,5.1,5.4,5.7,-3.7,-0.21
Royal Ivey,2007-08,Royal Ivey 2007-08,74,806,5.1,5.3,5.8,-4.4,-0.26,0.1,0.1,0.1,-12.6,-0.01,2.8,2.8,2.9,-0.3,-0.01,0.4,0.5,0.5,-29.8,-0.14,1.6,1.5,1.6,4.7,0.08,9.9,10.2,10.9,-3.1,-0.33
Royal Ivey,2008-09,Royal Ivey 2008-09,70,355,1.4,1.8,2.0,-19.5,-0.39,0.1,0.1,0.1,8.0,0.01,1.6,1.8,1.8,-8.9,-0.16,0.2,0.2,0.2,3.9,0.01,1.1,0.9,1.0,17.4,0.17,4.4,4.8,5.1,-7.2,-0.36
Royal Ivey,2009-10,Royal Ivey 2009-10,41,164,1.7,1.9,2.0,-8.6,-0.18,0.2,0.1,0.1,88.8,0.11,1.0,1.0,1.0,3.1,0.03,0.1,0.1,0.1,87.0,0.06,0.8,0.6,0.7,19.0,0.13,3.9,3.7,4.0,4.1,0.16
Royal Ivey,2010-11,Royal Ivey 2010-11,20,64,1.4,1.7,1.9,-13.9,-0.26,0.0,0.0,0.1,-91.0,-0.05,1.1,1.1,1.1,2.3,0.03,0.1,0.1,0.1,76.0,0.04,0.2,0.1,0.2,42.7,0.06,2.8,3.0,3.2,-5.5,-0.18
Royal Ivey,2011-12,Royal Ivey 2011-12,31,108,0.9,1.2,1.4,-19.0,-0.26,0.0,0.0,0.0,-87.0,-0.03,1.7,1.6,1.7,7.7,0.13,0.0,0.0,0.0,,0.00,0.5,0.4,0.4,43.3,0.18,3.2,3.2,3.5,0.8,0.03
Royal Ivey,2012-13,Royal Ivey 2012-13,51,254,1.5,1.7,2.0,-13.1,-0.26,0.1,0.1,0.1,10.9,0.01,2.1,1.8,1.9,15.9,0.30,0.3,0.2,0.2,19.3,0.05,0.8,0.7,0.8,21.1,0.16,4.9,4.6,5.0,5.3,0.26
Royce O'Neale,2017-18,Royce O'Neale 2017-18,67,603,3.9,4.0,4.2,-2.4,-0.10,0.0,0.1,0.1,-65.1,-0.10,2.1,2.1,2.1,-1.1,-0.02,0.5,0.4,0.3,36.5,0.12,2.4,2.1,2.2,16.6,0.36,9.0,8.8,9.0,2.9,0.26
Royce O'Neale,2018-19,Royce O'Neale 2018-19,82,744,4.1,3.9,4.0,5.5,0.22,0.1,0.2,0.2,-35.1,-0.08,2.6,2.5,2.5,3.2,0.08,0.4,0.5,0.4,-17.1,-0.07,2.4,1.9,2.0,28.1,0.55,9.7,8.9,9.1,7.7,0.70
Royce O'Neale,2019-20,Royce O'Neale 2019-20,71,881,6.0,5.3,5.5,13.4,0.74,0.2,0.4,0.4,-59.2,-0.21,4.0,3.4,3.4,16.4,0.56,0.3,0.4,0.3,-6.4,-0.02,3.1,2.8,2.9,11.3,0.32,13.6,12.2,12.4,11.2,1.39
Royce O'Neale,2020-21,Royce O'Neale 2020-21,71,948,6.3,5.9,6.0,7.4,0.44,0.4,0.5,0.5,-18.4,-0.09,3.8,3.6,3.5,6.6,0.23,0.6,0.5,0.5,15.4,0.07,3.5,2.9,3.0,18.7,0.55,14.6,13.4,13.4,9.0,1.21
Royce O'Neale,2021-22,Royce O'Neale 2021-22,77,995,5.8,5.4,5.5,8.3,0.46,0.4,0.5,0.4,-30.1,-0.13,4.1,3.7,3.6,12.5,0.45,0.5,0.6,0.5,-13.2,-0.07,3.5,2.8,2.8,25.6,0.73,14.3,12.9,12.9,11.1,1.44
Royce O'Neale,2022-23,Royce O'Neale 2022-23,76,1415,9.2,9.1,9.1,0.4,0.04,0.6,0.7,0.7,-13.5,-0.09,4.9,4.7,4.6,2.4,0.11,0.3,0.5,0.5,-34.4,-0.16,4.2,3.8,3.8,10.6,0.40,19.2,18.9,18.6,1.6,0.30
Royce O'Neale,2023-24,Royce O'Neale 2023-24,66,983,6.3,6.2,6.2,1.2,0.08,0.7,0.8,0.7,-5.9,-0.04,4.4,4.2,4.0,3.7,0.15,0.5,0.5,0.4,-6.9,-0.03,3.6,3.5,3.5,3.3,0.12,15.5,15.2,14.9,1.8,0.27
Ruben Patterson,2005-06,Ruben Patterson 2005-06,68,1092,7.0,7.7,8.5,-8.0,-0.68,0.1,0.1,0.1,11.3,0.01,0.8,1.1,1.1,-27.5,-0.31,3.1,2.7,2.5,12.8,0.33,4.6,3.4,3.8,32.4,1.21,15.6,15.0,16.1,3.5,0.56
Ruben Patterson,2006-07,Ruben Patterson 2006-07,76,1539,10.1,10.1,11.2,-0.6,-0.06,0.5,0.5,0.5,8.3,0.04,1.7,1.6,1.7,6.2,0.10,3.8,3.5,3.2,8.9,0.29,4.4,3.4,3.7,28.1,1.04,20.5,19.1,20.3,7.0,1.41
Ruben Patterson,2007-08,Ruben Patterson 2007-08,19,151,2.6,3.7,4.1,-28.0,-1.13,0.1,0.1,0.1,97.0,0.05,0.6,0.5,0.5,21.9,0.12,1.3,1.6,1.5,-17.3,-0.26,2.1,1.6,1.8,23.5,0.42,6.7,7.5,7.9,-10.2,-0.81
Rudy Fernandez,2008-09,Rudy Fernandez 2008-09,80,1135,6.2,5.9,6.5,4.4,0.28,0.2,0.2,0.3,-2.7,-0.01,5.6,5.1,5.2,11.1,0.58,0.7,0.6,0.5,20.1,0.10,2.4,1.6,1.7,48.7,0.84,15.2,13.4,14.2,12.6,1.79
Rudy Fernandez,2009-10,Rudy Fernandez 2009-10,62,849,6.1,6.6,7.2,-6.7,-0.48,0.3,0.2,0.2,62.5,0.13,4.5,4.1,4.3,9.5,0.41,0.4,0.3,0.3,21.6,0.06,1.9,1.6,1.7,17.0,0.30,13.1,12.7,13.7,3.0,0.41
Rudy Fernandez,2010-11,Rudy Fernandez 2010-11,78,1193,7.2,7.4,8.1,-2.5,-0.20,0.5,0.4,0.5,19.6,0.09,4.4,4.3,4.4,2.7,0.12,0.4,0.4,0.4,-2.0,-0.01,2.2,1.7,1.9,25.6,0.49,14.7,14.2,15.3,3.2,0.49
Rudy Fernandez,2011-12,Rudy Fernandez 2011-12,32,454,5.0,5.3,6.1,-5.0,-0.30,0.1,0.2,0.2,-44.6,-0.10,4.0,4.1,4.5,-2.4,-0.11,0.3,0.2,0.2,53.8,0.08,4.8,2.9,3.3,60.2,1.98,14.2,12.7,14.2,11.0,1.55
Rudy Gay,2006-07,Rudy Gay 2006-07,76,1107,5.3,6.3,7.0,-14.6,-1.02,0.1,0.2,0.2,-41.3,-0.07,3.2,3.6,3.7,-9.5,-0.35,1.5,1.5,1.4,5.1,0.07,2.6,2.1,2.4,18.8,0.44,12.7,13.7,14.6,-6.3,-0.92
Rudy Gay,2007-08,Rudy Gay 2007-08,79,1922,10.5,11.5,12.6,-7.8,-0.99,1.4,1.2,1.2,10.9,0.13,5.4,5.3,5.4,3.3,0.18,2.3,1.9,1.8,20.8,0.38,3.8,3.0,3.3,26.3,0.86,23.4,22.9,24.3,2.3,0.56
Rudy Gay,2008-09,Rudy Gay 2008-09,79,1928,11.6,12.6,13.8,-7.1,-0.98,0.9,0.8,0.8,14.7,0.12,5.2,5.3,5.5,-2.2,-0.12,1.9,1.8,1.7,5.5,0.09,3.2,2.4,2.7,27.9,0.74,22.8,23.0,24.4,-0.6,-0.15
Rudy Gay,2009-10,Rudy Gay 2009-10,80,2001,11.4,12.5,13.7,-7.6,-1.04,1.0,1.0,1.0,0.8,0.01,4.3,4.2,4.4,0.8,0.03,2.4,2.1,1.9,17.4,0.33,5.2,3.7,4.0,37.2,1.50,24.3,23.5,25.0,3.3,0.83
Rudy Gay,2010-11,Rudy Gay 2010-11,54,1483,14.8,15.2,16.8,-2.7,-0.45,0.5,0.5,0.6,-4.5,-0.03,5.3,4.8,5.0,9.8,0.48,2.2,2.1,1.9,6.9,0.13,3.8,2.9,3.2,27.2,0.88,26.6,25.5,27.5,3.7,1.02
Rudy Gay,2011-12,Rudy Gay 2011-12,65,1699,11.6,12.9,14.7,-8.3,-1.22,0.8,0.9,1.0,-10.6,-0.11,3.9,3.7,4.0,4.0,0.16,3.4,2.8,2.7,22.7,0.61,4.7,3.3,3.7,39.4,1.47,24.5,23.6,26.1,3.5,0.92
Rudy Gay,2012-13,Rudy Gay 2012-13,75,2022,13.8,14.3,16.0,-2.7,-0.44,0.7,0.9,0.9,-20.8,-0.19,3.5,4.3,4.6,-17.7,-0.81,2.3,2.0,1.9,17.8,0.34,4.3,3.2,3.6,31.4,1.12,24.7,24.7,27.0,0.1,0.02
Rudy Gay,2013-14,Rudy Gay 2013-14,73,2069,16.6,16.9,18.7,-1.4,-0.26,1.1,1.1,1.2,-2.0,-0.02,3.0,3.1,3.3,-3.3,-0.11,2.4,2.0,1.9,23.1,0.44,3.8,3.0,3.4,23.0,0.77,27.0,26.1,28.3,2.9,0.82
Rudy Gay,2014-15,Rudy Gay 2014-15,68,2079,18.5,18.1,20.2,2.0,0.40,1.0,1.1,1.2,-4.7,-0.05,4.0,3.8,4.0,5.6,0.22,2.2,1.6,1.6,43.0,0.68,4.2,3.3,3.7,25.8,0.94,30.1,27.9,30.6,7.2,2.19
Rudy Gay,2015-16,Rudy Gay 2015-16,70,1543,8.6,8.9,9.8,-3.0,-0.29,1.1,1.2,1.2,-12.7,-0.16,4.0,4.3,4.4,-5.3,-0.24,2.2,2.3,2.1,-3.3,-0.07,5.4,4.1,4.5,29.9,1.34,21.4,20.8,22.0,2.7,0.58
Rudy Gay,2016-17,Rudy Gay 2016-17,30,772,12.3,12.9,13.7,-4.5,-0.62,1.5,1.2,1.2,23.8,0.29,5.3,4.9,5.0,6.9,0.34,2.0,1.7,1.5,20.4,0.31,4.8,4.1,4.3,18.0,0.77,25.9,24.8,25.7,4.3,1.10
Rudy Gay,2017-18,Rudy Gay 2017-18,57,845,7.8,7.8,8.2,0.1,0.01,0.7,0.8,0.8,-15.0,-0.11,2.8,3.0,3.0,-6.4,-0.19,1.9,1.4,1.3,38.6,0.49,1.7,1.5,1.6,12.6,0.20,14.9,14.5,14.8,2.7,0.40
Rudy Gay,2018-19,Rudy Gay 2018-19,69,1373,11.9,11.8,12.2,1.3,0.15,0.4,0.5,0.4,-8.2,-0.04,4.6,3.9,3.9,16.7,0.65,1.6,1.2,1.1,28.4,0.31,2.3,2.1,2.2,9.0,0.20,20.8,19.5,19.9,6.4,1.28
Rudy Gay,2019-20,Rudy Gay 2019-20,67,1000,6.9,6.8,7.1,1.4,0.10,0.9,1.0,0.9,-9.5,-0.08,3.9,4.0,3.9,-1.9,-0.08,1.1,0.9,0.9,14.9,0.13,2.4,2.1,2.1,16.0,0.34,15.2,14.8,14.9,2.7,0.41
Rudy Gay,2020-21,Rudy Gay 2020-21,63,962,6.3,6.8,6.9,-7.2,-0.49,0.9,0.9,0.8,-1.9,-0.02,4.8,4.9,4.8,-3.0,-0.14,0.9,0.9,0.9,-3.2,-0.03,2.3,1.9,2.0,17.7,0.35,15.1,15.4,15.3,-2.1,-0.33
Rudy Gay,2021-22,Rudy Gay 2021-22,55,592,4.0,3.9,4.0,4.3,0.17,0.7,0.7,0.7,3.2,0.02,3.4,3.6,3.5,-5.1,-0.18,1.2,1.0,0.9,26.0,0.24,1.5,1.6,1.7,-6.9,-0.12,10.9,10.8,10.8,1.2,0.13
Rudy Gay,2022-23,Rudy Gay 2022-23,56,487,3.6,3.7,3.8,-3.8,-0.14,0.4,0.5,0.5,-23.6,-0.12,2.1,2.4,2.3,-14.0,-0.32,0.5,0.6,0.6,-21.5,-0.12,1.4,1.6,1.6,-10.9,-0.18,8.0,8.9,8.7,-10.1,-0.88
Rudy Gobert,2013-14,Rudy Gobert 2013-14,43,157,0.9,1.2,1.3,-24.0,-0.32,0.5,0.6,0.6,-19.3,-0.12,0.0,0.0,0.0,,0.00,1.1,1.5,1.4,-27.4,-0.38,0.4,0.3,0.3,55.7,0.17,2.9,3.6,3.7,-17.9,-0.65
Rudy Gobert,2014-15,Rudy Gobert 2014-15,82,959,3.9,4.4,4.9,-10.4,-0.50,1.5,1.3,1.3,13.4,0.18,0.1,0.2,0.2,-21.6,-0.04,5.5,4.6,4.5,18.6,0.83,1.2,0.8,0.9,44.8,0.39,12.1,11.2,11.7,7.3,0.85
Rudy Gobert,2015-16,Rudy Gobert 2015-16,61,843,4.8,5.4,5.9,-10.9,-0.65,1.9,1.7,1.7,9.6,0.16,0.1,0.2,0.2,-28.0,-0.06,5.4,5.5,5.0,-0.6,-0.03,1.0,0.9,0.9,19.1,0.18,13.3,13.7,13.8,-2.9,-0.40
Rudy Gobert,2016-17,Rudy Gobert 2016-17,81,1230,4.6,5.0,5.3,-7.7,-0.40,3.5,2.6,2.5,37.8,0.94,0.1,0.2,0.2,-15.0,-0.02,7.5,6.9,6.2,9.1,0.56,1.7,1.0,1.1,58.4,0.64,17.4,15.7,15.2,11.3,1.72
Rudy Gobert,2017-18,Rudy Gobert 2017-18,56,882,4.7,5.4,5.7,-11.4,-0.65,3.7,3.0,2.8,22.7,0.64,0.3,0.4,0.4,-21.7,-0.09,7.1,6.4,5.6,11.6,0.64,1.6,1.2,1.3,25.8,0.33,17.4,16.5,15.8,5.5,0.87
Rudy Gobert,2018-19,Rudy Gobert 2018-19,81,1512,7.2,7.3,7.6,-1.4,-0.10,4.6,3.7,3.3,26.2,0.88,0.3,0.3,0.3,-9.5,-0.03,8.0,7.1,6.2,14.2,0.89,1.5,1.2,1.2,28.1,0.34,21.5,19.5,18.7,10.6,1.97
Rudy Gobert,2019-20,Rudy Gobert 2019-20,68,1142,5.4,5.7,5.9,-3.8,-0.23,4.3,3.9,3.5,12.8,0.44,0.1,0.1,0.1,-1.1,0.00,8.0,7.0,6.1,16.3,1.00,1.5,1.2,1.2,31.5,0.38,19.5,17.9,16.8,9.5,1.59
Rudy Gobert,2020-21,Rudy Gobert 2020-21,71,1098,4.5,4.9,4.9,-7.5,-0.37,5.2,4.3,3.8,23.4,0.89,0.2,0.4,0.4,-60.8,-0.22,7.2,6.4,5.5,14.7,0.81,1.1,0.8,0.9,34.3,0.30,18.1,16.7,15.5,9.1,1.40
Rudy Gobert,2021-22,Rudy Gobert 2021-22,66,1024,4.9,5.2,5.4,-5.8,-0.31,4.5,3.8,3.4,20.4,0.69,0.0,0.1,0.1,-73.1,-0.08,7.8,6.5,5.7,22.1,1.26,1.4,0.9,1.0,52.0,0.50,18.6,16.6,15.5,13.2,2.06
Rudy Gobert,2022-23,Rudy Gobert 2022-23,70,1043,5.1,5.6,5.6,-9.0,-0.51,2.7,2.4,2.1,13.8,0.28,0.2,0.4,0.4,-44.2,-0.16,7.4,6.7,5.7,11.5,0.66,1.5,1.1,1.1,33.9,0.39,16.9,16.2,14.9,4.5,0.67
Rudy Gobert,2023-24,Rudy Gobert 2023-24,63,951,5.7,5.9,5.9,-4.5,-0.26,3.0,2.7,2.4,12.7,0.30,0.2,0.3,0.3,-41.8,-0.13,7.3,6.6,5.6,13.0,0.73,1.2,0.9,0.9,35.1,0.30,17.3,16.4,15.1,6.3,0.94
Rui Hachimura,2019-20,Rui Hachimura 2019-20,48,889,6.7,6.9,7.1,-2.6,-0.19,1.4,1.6,1.5,-17.3,-0.26,2.8,3.3,3.2,-13.8,-0.45,3.6,3.5,3.0,3.1,0.09,4.2,3.6,3.7,15.8,0.59,18.6,18.9,18.5,-1.1,-0.21
Rui Hachimura,2020-21,Rui Hachimura 2020-21,57,986,5.8,6.4,6.5,-7.9,-0.51,1.6,1.6,1.5,-4.2,-0.06,3.4,4.0,3.9,-16.6,-0.64,2.2,2.2,1.8,-3.5,-0.06,4.8,3.6,3.7,31.6,1.16,17.8,17.9,17.3,-0.7,-0.12
Rui Hachimura,2021-22,Rui Hachimura 2021-22,42,575,4.7,5.1,5.2,-8.0,-0.42,1.0,0.8,0.7,41.1,0.29,4.2,4.2,4.1,1.4,0.06,1.9,1.6,1.4,18.9,0.26,2.8,2.2,2.3,25.9,0.59,14.6,13.8,13.7,5.7,0.78
Rui Hachimura,2022-23,Rui Hachimura 2022-23,63,821,4.3,4.4,4.4,-3.6,-0.16,0.9,0.8,0.7,11.1,0.08,3.9,4.1,4.0,-4.3,-0.17,1.7,1.7,1.4,3.8,0.05,2.9,2.5,2.5,16.0,0.40,13.7,13.5,13.0,1.6,0.21
